Date,ASIANPAINT,CDSL,CRISIL,GUJENERGY,IGL,JIOFIN,SANOFICONR,SANOFI,SBICARD,SKFINDIA,SKFINDUS,TCIEXP,TCI,VIPIND
2025-12-08,2903.112548828125,1507.152099609375,4294.67138671875,400.3999938964844,181.5323028564453,297.20001220703125,4571.154296875,4213.798828125,867.0623779296875,1762.067626953125,2683.44091796875,562.4932861328125,1033.1412353515625,347.95001220703125
2025-12-09,2771.95068359375,1503.4854736328125,4346.85546875,398.3999938964844,180.17831420898438,293.20001220703125,4553.1318359375,4287.20263671875,862.3289794921875,1766.850830078125,2692.707763671875,559.3812866210938,1039.7799072265625,351.6000061035156
2025-12-10,2780.37744140625,1465.9281005859375,4303.86279296875,394.54998779296875,181.26739501953125,290.8500061035156,4519.84375,4189.232421875,862.3289794921875,1766.7532958984375,2662.116943359375,557.4547119140625,1040.0770263671875,354.6000061035156
2025-12-11,2755.4931640625,1508.935791015625,4332.8203125,391.6499938964844,180.7081298828125,298.45001220703125,4533.92724609375,4185.87841796875,870.1515502929688,1762.7510986328125,2654.6435546875,554.7378540039062,1040.8697509765625,356.29998779296875
2025-12-12,2741.01904296875,1512.701416015625,4446.0830078125,395.6499938964844,183.19044494628906,300.75,4547.22265625,4185.384765625,871.546630859375,1777.9791259765625,2542.54296875,557.8499145507812,1038.68994140625,351.54998779296875
2025-12-15,2756.286376953125,1503.8818359375,4409.2177734375,392.54998779296875,181.9934539794922,299.6000061035156,4521.8134765625,4141.38232421875,866.9627685546875,1749.280029296875,2477.474609375,574.7933959960938,1034.4293212890625,353.20001220703125
2025-12-16,2766.894287109375,1487.630126953125,4378.9755859375,386.45001220703125,179.96246337890625,295.25,4508.22314453125,4113.75732421875,844.7406005859375,1748.4990234375,2473.38916015625,579.28857421875,1023.926513671875,353.1499938964844
2025-12-17,2761.739013671875,1463.9461669921875,4354.56396484375,385.6000061035156,189.10678100585938,293.1499938964844,4521.61669921875,4061.861572265625,831.487060546875,1759.0416259765625,2469.0048828125,576.32470703125,1020.3595581054688,354.20001220703125
2025-12-18,2735.962646484375,1476.135009765625,4279.55029296875,383.1499938964844,192.3347625732422,292.29998779296875,4550.96484375,4021.80517578125,845.1890258789062,1724.5831298828125,2402.44189453125,568.61865234375,1025.80908203125,349.04998779296875
2025-12-19,2775.81689453125,1486.0445556640625,4327.0888671875,395.1499938964844,190.3037872314453,296.95001220703125,4522.50341796875,4014.50439453125,867.2616577148438,1698.129150390625,2398.954345703125,570.1994018554688,1027.4935302734375,364.45001220703125
2025-12-22,2783.450927734375,1504.971923828125,4271.6435546875,397.25,192.14833068847656,298.75,4523.291015625,4058.802978515625,869.1550903320312,1733.661376953125,2388.79052734375,571.9283447265625,1051.17431640625,364.70001220703125
2025-12-23,2783.649169921875,1501.8009033203125,4222.4248046875,396.6499938964844,192.0894775390625,298.70001220703125,4440.56396484375,4016.8720703125,863.9234008789062,1726.2425537109375,2441.602294921875,579.2391967773438,1056.029541015625,365.6000061035156
2025-12-24,2761.540771484375,1485.3509521484375,4240.70849609375,391.70001220703125,190.07810974121094,298.8999938964844,4419.88232421875,4046.174560546875,864.5711059570312,1747.42529296875,2531.38232421875,578.9921875,1059.398193359375,408.04998779296875
2025-12-26,2722.87646484375,1469.29736328125,4209.18115234375,394.0,189.8818817138672,296.95001220703125,4406.29150390625,4040.4521484375,861.58154296875,1736.199462890625,2550.31494140625,573.2620239257812,1060.983642578125,386.3999938964844
2025-12-29,2751.527587890625,1450.2708740234375,4254.05078125,389.70001220703125,191.43209838867188,293.95001220703125,4449.23095703125,4030.586181640625,846.9827270507812,1733.661376953125,2593.860107421875,566.3463745117188,1059.794677734375,380.6000061035156
2025-12-30,2734.574951171875,1420.9384765625,4141.974609375,391.45001220703125,187.7724151611328,292.5,4349.95849609375,4009.7685546875,840.4556274414062,1823.0777587890625,2590.97021484375,568.1246337890625,1067.6221923828125,379.29998779296875
2025-12-31,2745.678466796875,1430.55078125,4271.1494140625,412.20001220703125,190.90228271484375,294.95001220703125,4451.3974609375,4032.460693359375,858.6917114257812,1806.9710693359375,2591.568115234375,568.174072265625,1068.1175537109375,382.5
2026-01-01,2728.3291015625,1433.127197265625,4277.96826171875,420.75,188.34149169921875,295.70001220703125,4492.169921875,4043.017333984375,856.4993896484375,1811.949462890625,2590.77099609375,579.7825317382812,1074.35986328125,383.20001220703125
2026-01-02,2748.751953125,1453.3428955078125,4406.55029296875,436.29998779296875,190.67660522460938,301.70001220703125,4526.14697265625,4086.329345703125,872.8919677734375,1813.1209716796875,2579.0126953125,583.734375,1072.0810546875,388.45001220703125
2026-01-05,2791.382080078125,1455.3248291015625,4389.25439453125,441.0,187.0267333984375,300.3999938964844,4387.28369140625,4135.06787109375,870.4505004882812,1789.497802734375,2578.8134765625,575.5343627929688,1069.6038818359375,385.45001220703125
2026-01-06,2821.322265625,1443.8297119140625,4612.912109375,437.75,186.7814483642578,298.54998779296875,4332.822265625,4116.6181640625,898.402587890625,1770.95068359375,2501.389404296875,570.0512084960938,1054.642333984375,381.79998779296875
2026-01-07,2785.235107421875,1462.261474609375,4670.333984375,433.1499938964844,183.553466796875,303.5,4396.443359375,4171.572265625,882.5082397460938,1785.4954833984375,2504.179443359375,563.135498046875,1054.939453125,384.3500061035156
2026-01-08,2762.5322265625,1425.1995849609375,4663.91015625,428.0,182.15042114257812,293.54998779296875,4315.2919921875,4103.69384765625,869.1052856445312,1788.326416015625,2522.31494140625,536.0160522460938,1059.0020751953125,386.20001220703125
2026-01-09,2801.19677734375,1396.9571533203125,4687.431640625,424.8500061035156,183.3081817626953,287.25,4315.39013671875,4066.9921875,860.1864624023438,1781.0052490234375,2553.404052734375,527.0750732421875,1047.112060546875,388.1000061035156
2026-01-12,2871.48681640625,1404.686767578125,4701.6640625,416.8500061035156,180.521728515625,288.25,4235.32275390625,4038.18310546875,852.7625122070312,1793.8905029296875,2608.208740234375,521.394287109375,1027.8897705078125,373.1499938964844
2026-01-13,2861.473876953125,1407.0650634765625,4759.3818359375,408.6499938964844,177.72543334960938,284.6000061035156,4168.35302734375,4023.1865234375,854.8551025390625,1830.6917724609375,2664.30908203125,525.4448852539062,1051.867919921875,374.8500061035156
2026-01-14,2789.696533203125,1402.8038330078125,4711.54736328125,414.5,177.96092224121094,287.0,4137.03515625,3967.640625,843.5447998046875,1817.220703125,2664.60791015625,520.9990844726562,1036.212890625,363.1000061035156
2026-01-15,2789.696533203125,1402.8038330078125,4711.54736328125,414.5,177.96092224121094,287.0,4137.03515625,3967.640625,843.5447998046875,1817.220703125,2664.60791015625,520.9990844726562,1036.212890625,363.1000061035156
2026-01-16,2733.186767578125,1421.3349609375,4692.5712890625,410.20001220703125,177.49978637695312,278.79998779296875,4058.936767578125,4108.23193359375,836.7186889648438,1811.7542724609375,2670.18798828125,508.8966369628906,1008.8658447265625,369.95001220703125
2026-01-19,2730.311767578125,1402.1102294921875,4753.45263671875,406.54998779296875,176.43032836914062,275.6499938964844,4028.209716796875,4019.9306640625,835.3734130859375,1785.39794921875,2650.557861328125,498.5724792480469,993.5079345703125,360.45001220703125
2026-01-20,2652.586181640625,1328.8782958984375,4694.74609375,394.54998779296875,173.2023468017578,265.5,3994.232666015625,3997.63330078125,808.9658813476562,1773.39111328125,2685.633056640625,493.6327209472656,962.6929931640625,351.3999938964844
2026-01-21,2638.2109375,1321.743408203125,4501.4287109375,399.29998779296875,173.11404418945312,263.25,4009.103759765625,3987.767333984375,780.9640502929688,1729.171142578125,2674.871337890625,481.5302429199219,978.7445068359375,347.20001220703125
2026-01-22,2680.543701171875,1344.337158203125,4487.0986328125,406.75,176.135986328125,262.6000061035156,4063.27001953125,4000.988037109375,786.3451538085938,1723.60693359375,2600.137451171875,484.54351806640625,982.2124633789062,351.70001220703125
2026-01-23,2680.4443359375,1314.3111572265625,4438.966796875,404.95001220703125,171.56382751464844,252.89999389648438,4017.179443359375,4011.347412109375,767.8599243164062,1702.6195068359375,2634.116455078125,489.8290710449219,992.3189086914062,348.79998779296875
2026-01-27,2600.240478515625,1310.1490478515625,4397.85205078125,402.79998779296875,170.85739135742188,256.04998779296875,4036.088623046875,4059.00048828125,768.308349609375,1642.5855712890625,2558.08740234375,480.9374694824219,957.6397705078125,341.8500061035156
2026-01-28,2490.195068359375,1344.634521484375,4566.7578125,410.54998779296875,171.6619415283203,255.1999969482422,4061.891357421875,4023.3837890625,779.6685791015625,1647.3687744140625,2671.3837890625,494.2254943847656,1012.1355590820312,362.5
2026-01-29,2395.218994140625,1311.0408935546875,4467.6279296875,420.29998779296875,177.12693786621094,254.5,3994.528076171875,4013.81396484375,766.6641235351562,1631.5550537109375,2691.113525390625,532.0148315429688,1007.77587890625,360.45001220703125
2026-01-30,2407.413330078125,1308.2662353515625,4609.65087890625,425.3500061035156,174.5366973876953,254.5,4182.43603515625,3963.891357421875,750.9192504882812,1649.7115478515625,2711.24169921875,536.5594482421875,1054.2459716796875,375.20001220703125
2026-02-02,2381.339599609375,1226.0164794921875,4768.67236328125,415.54998779296875,169.8566131591797,244.10000610351562,4177.6103515625,3980.959716796875,733.2312622070312,1631.750244140625,2553.603271484375,506.3773498535156,1066.3341064453125,370.0
2026-02-03,2405.133056640625,1330.860107421875,4765.41162109375,419.5,169.71925354003906,263.8999938964844,4322.3828125,3961.4248046875,755.453369140625,1668.94189453125,2690.316162109375,530.4835205078125,1091.99658203125,376.20001220703125
2026-02-04,2431.603271484375,1353.9495849609375,4633.271484375,415.3999938964844,170.31776428222656,268.0,4233.451171875,3982.1435546875,747.0827026367188,1739.9088134765625,2624.351318359375,563.0367431640625,1079.51220703125,375.1000061035156
2026-02-05,2411.1806640625,1350.9766845703125,4582.76806640625,421.3500061035156,169.95474243164062,269.95001220703125,4266.14794921875,3955.30810546875,747.0827026367188,1718.140380859375,2489.033203125,574.25,1051.37255859375,386.1499938964844
2026-02-06,2380.447265625,1319.364990234375,4699.58837890625,425.45001220703125,172.66270446777344,268.1000061035156,4187.65625,3947.31640625,753.65966796875,1710.7216796875,2486.641845703125,578.3499755859375,1053.6514892578125,385.70001220703125
2026-02-09,2396.60693359375,1361.8773193359375,4646.51513671875,424.54998779296875,174.04612731933594,269.25,4138.1181640625,3953.038818359375,762.8773803710938,1707.20751953125,2465.816162109375,580.3499755859375,1100.418701171875,383.8999938964844
2026-02-10,2373.011962890625,1388.23681640625,4623.38818359375,426.20001220703125,173.9970703125,270.20001220703125,4212.8681640625,4037.886962890625,763.2261962890625,1695.981689453125,2478.470947265625,574.6500244140625,1110.8076171875,401.04998779296875
2026-02-11,2371.921142578125,1384.5701904296875,4640.783203125,430.1499938964844,172.99630737304688,270.29998779296875,4138.1181640625,4004.737060546875,766.1658325195312,1730.5377197265625,2475.481689453125,569.6500244140625,1076.8441162109375,391.04998779296875
2026-02-12,2389.766357421875,1357.814208984375,4610.73779296875,425.3500061035156,166.41278076171875,267.54998779296875,4157.52001953125,3956.097412109375,770.10205078125,1676.848876953125,2452.8623046875,568.5999755859375,1072.648681640625,380.3999938964844
2026-02-13,2346.045654296875,1323.2298583984375,4391.32958984375,424.3999938964844,163.3712158203125,263.95001220703125,4225.37548828125,3982.73583984375,758.0443115234375,1662.20654296875,2444.392578125,565.0499877929688,1057.46484375,390.20001220703125
